;Year_Birth;Education;Marital_Status;Income;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Expenditure;Household Size;year_birth_check;Is_Parent
562;Generation X;Master;Together;71499.0;369;12;6.142037405587356;3.2188758248682006;4.882801922586371;4.912654885736052;0.0;3.6109179126442243;0.6931471805599453;2.0794415416798357;1.0986122886681098;13;1.3862943611198906;no;no;no;no;no;no;no;795;3;1060;no
563;Generation X;2nd_Cycle;Married;62466.0;165;13;4.859812404361672;4.859812404361672;5.556828061699537;5.123963979403259;4.795790545596741;4.418840607796598;1.6094379124341003;1.791759469228055;1.0986122886681098;12;1.3862943611198906;no;no;no;no;no;no;no;889;3;1060;no
564;The Baby Boomer Generation;PhD;Divorced;48799.0;236;9;5.159055299214529;2.8903717578961645;4.394449154672439;3.332204510175204;1.791759469228055;3.1780538303479458;1.0986122886681098;1.0986122886681098;0.6931471805599453;7;1.0986122886681098;no;no;no;no;no;no;no;331;2;749;no
565;The Baby Boomer Generation;PhD;Together;52157.0;22;48;5.241747015059643;0.6931471805599453;3.367295829986474;1.0986122886681098;0.6931471805599453;3.6888794541139363;0.6931471805599453;1.0986122886681098;0.6931471805599453;5;1.3862943611198906;no;no;no;no;no;no;no;265;3;749;no
566;The Baby Boomer Generation;Graduation;Single;66565.0;571;80;6.616065185132817;2.302585092994046;5.081404364984463;4.174387269895637;3.6888794541139363;3.7376696182833684;1.3862943611198906;1.3862943611198906;0.6931471805599453;9;2.0794415416798357;no;no;no;no;no;no;no;1065;2;749;no
567;The Baby Boomer Generation;Master;Together;29298.0;295;60;1.791759469228055;0.0;0.6931471805599453;0.6931471805599453;0.0;0.0;0.0;0.0;0.0;2;1.6094379124341003;no;no;no;no;no;no;no;11;4;749;no
568;Generation X;Graduation;Single;47691.0;359;43;2.6390573296152584;0.0;1.0986122886681098;0.0;0.0;1.3862943611198906;0.0;0.0;0.0;2;1.791759469228055;no;no;no;no;no;no;no;21;2;1060;no
569;Generation X;Graduation;Together;38200.0;569;19;2.4849066497880004;0.0;1.3862943611198906;0.0;0.0;0.0;0.0;0.0;0.0;2;1.9459101490553132;no;no;no;no;no;no;no;17;4;1060;no
570;Generation X;Graduation;Married;44989.0;655;26;4.584967478670572;0.0;4.663439094112067;3.8918202981106265;2.302585092994046;4.663439094112067;1.6094379124341003;1.6094379124341003;0.0;5;1.791759469228055;no;no;no;no;no;no;no;369;3;1060;no
571;Generation X;PhD;Married;38443.0;153;58;3.4657359027997265;0.0;1.6094379124341003;0.0;0.0;0.0;0.6931471805599453;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;38;4;1060;no
572;Generation X;2nd_Cycle;Single;38593.0;289;42;3.9318256327243257;2.4849066497880004;3.8918202981106265;2.833213344056216;3.1780538303479458;3.1780538303479458;1.0986122886681098;1.3862943611198906;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;177;2;1060;no
573;Generation X;PhD;Together;64413.0;332;27;5.298317366548036;1.6094379124341003;3.784189633918261;0.0;2.302585092994046;2.995732273553991;0.0;1.6094379124341003;0.0;5;1.6094379124341003;no;no;no;no;no;no;no;279;3;1060;no
574;Millennials;Master;Married;36959.0;270;56;3.2188758248682006;1.791759469228055;3.2188758248682006;1.791759469228055;0.0;0.0;0.6931471805599453;0.6931471805599453;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;62;3;380;no
575;Generation X;PhD;Married;61996.0;514;27;6.956545443151569;2.4849066497880004;4.969813299576001;0.0;0.0;3.1780538303479458;1.0986122886681098;1.791759469228055;1.3862943611198906;8;1.6094379124341003;no;yes;no;yes;yes;no;yes;1230;3;1060;no
576;Generation X;Graduation;Married;51287.0;89;10;4.762173934797756;0.0;3.091042453358316;2.5649493574615367;0.0;3.4011973816621555;1.0986122886681098;1.3862943611198906;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;182;4;1060;no
577;Generation X;Graduation;Married;13260.0;310;48;2.1972245773362196;1.3862943611198906;2.833213344056216;2.302585092994046;0.6931471805599453;1.9459101490553132;1.3862943611198906;1.0986122886681098;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;49;4;1060;no
578;Generation X;PhD;Together;47472.0;286;39;4.02535169073515;0.0;2.3978952727983707;0.0;0.0;2.0794415416798357;0.6931471805599453;0.6931471805599453;0.0;4;1.6094379124341003;no;no;no;no;no;no;no;75;4;1060;no
579;The Baby Boomer Generation;Master;Together;54603.0;355;85;4.976733742420574;2.5649493574615367;3.828641396489095;2.833213344056216;0.6931471805599453;1.3862943611198906;1.791759469228055;1.3862943611198906;0.6931471805599453;4;1.9459101490553132;no;no;no;no;no;no;no;227;4;749;no
580;Generation X;PhD;Married;45207.0;596;64;5.313205979041787;0.0;2.302585092994046;0.0;0.0;0.6931471805599453;1.6094379124341003;1.0986122886681098;0.0;6;1.791759469228055;no;yes;no;no;no;no;no;215;4;1060;no
581;The Baby Boomer Generation;Graduation;Together;40689.0;468;69;5.598421958998375;1.0986122886681098;3.295836866004329;3.6635616461296463;1.791759469228055;4.59511985013459;1.9459101490553132;1.9459101490553132;0.0;5;2.0794415416798357;no;no;no;no;no;no;no;444;3;749;no
582;Generation X;2nd_Cycle;Together;47821.0;252;54;2.1972245773362196;0.0;2.772588722239781;1.791759469228055;1.791759469228055;2.302585092994046;0.0;0.0;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;47;4;1060;no
583;The Baby Boomer Generation;Master;Married;27450.0;440;57;3.6109179126442243;2.4849066497880004;3.1354942159291497;2.0794415416798357;2.3978952727983707;3.9512437185814275;0.0;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;143;2;749;yes
584;Millennials;Graduation;Together;39453.0;87;64;3.828641396489095;0.0;1.9459101490553132;0.0;0.0;0.6931471805599453;0.6931471805599453;0.6931471805599453;0.0;3;1.791759469228055;no;no;no;no;no;no;no;55;3;380;no
585;Generation X;2nd_Cycle;Together;26850.0;72;10;3.4339872044851463;0.0;2.5649493574615367;1.9459101490553132;0.6931471805599453;2.1972245773362196;1.3862943611198906;0.6931471805599453;0.0;4;1.3862943611198906;no;no;no;no;no;no;no;63;4;1060;no
586;The Baby Boomer Generation;Graduation;Widow;79800.0;644;65;6.966024187106113;3.044522437723423;6.272877006546167;3.4657359027997265;0.0;5.4116460518550396;0.0;1.6094379124341003;2.3978952727983707;5;1.0986122886681098;yes;no;yes;yes;no;no;yes;1867;1;749;yes
587;The Baby Boomer Generation;Master;Married;61794.0;288;74;5.575949103146316;3.8501476017100584;5.236441962829949;3.9889840465642745;3.8501476017100584;2.3978952727983707;0.6931471805599453;1.3862943611198906;1.3862943611198906;10;0.6931471805599453;no;no;no;no;no;no;no;611;3;749;no
588;The Baby Boomer Generation;Graduation;Together;53863.0;43;4;5.988961416889864;1.3862943611198906;3.4011973816621555;1.791759469228055;1.3862943611198906;3.4011973816621555;1.0986122886681098;1.9459101490553132;0.0;7;1.9459101490553132;no;yes;no;no;no;no;no;473;3;749;no
589;The Baby Boomer Generation;Graduation;Together;24221.0;313;94;2.0794415416798357;2.1972245773362196;2.1972245773362196;0.6931471805599453;1.6094379124341003;3.091042453358316;0.0;0.0;0.0;3;1.3862943611198906;no;no;no;no;no;no;no;55;2;749;yes
590;Millennials;PhD;Single;39684.0;625;41;2.9444389791664403;0.0;3.5553480614894135;1.791759469228055;1.3862943611198906;2.833213344056216;0.6931471805599453;0.6931471805599453;0.0;2;1.9459101490553132;no;no;no;no;no;yes;yes;81;2;380;no
591;Generation X;Master;Married;92163.0;564;25;6.705639094860003;5.209486152841421;6.680854678790215;4.663439094112067;5.093750200806762;2.995732273553991;0.0;1.6094379124341003;2.3978952727983707;5;0.6931471805599453;no;no;yes;yes;no;no;yes;2086;2;1060;yes
592;Generation X;Master;Single;69882.0;231;94;5.676753802268282;4.844187086458591;6.453624998892692;4.882801922586371;4.844187086458591;5.10594547390058;0.0;1.0986122886681098;1.9459101490553132;9;0.0;no;no;no;no;no;no;no;1478;1;1060;yes
593;Generation X;Graduation;Together;33178.0;150;9;2.4849066497880004;1.791759469228055;0.6931471805599453;2.3978952727983707;0.6931471805599453;2.772588722239781;0.0;0.0;0.0;3;1.3862943611198906;no;no;no;no;no;no;no;49;3;1060;no
594;Generation X;PhD;Married;59973.0;291;47;4.867534450455582;3.4011973816621555;5.123963979403259;2.995732273553991;3.5263605246161616;0.0;0.0;1.0986122886681098;1.3862943611198906;7;0.0;no;no;no;no;no;no;no;382;2;1060;yes
595;Generation X;Master;Together;17459.0;283;12;1.791759469228055;1.3862943611198906;2.772588722239781;1.0986122886681098;2.302585092994046;3.4011973816621555;1.0986122886681098;1.0986122886681098;0.0;2;1.9459101490553132;no;no;no;no;no;no;yes;69;3;1060;no
596;Generation X;Graduation;Divorced;23910.0;611;80;2.772588722239781;2.4849066497880004;2.8903717578961645;1.9459101490553132;0.0;2.5649493574615367;0.0;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;67;2;1060;no
597;Generation X;Master;Married;42169.0;253;20;2.9444389791664403;0.0;2.1972245773362196;0.0;0.0;0.6931471805599453;0.6931471805599453;0.0;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;30;4;1060;no
598;Generation X;2nd_Cycle;Married;26224.0;390;39;1.3862943611198906;1.9459101490553132;2.70805020110221;2.5649493574615367;2.1972245773362196;2.70805020110221;1.0986122886681098;0.6931471805599453;0.0;3;1.791759469228055;no;no;no;no;no;no;no;63;3;1060;no
599;Millennials;Graduation;Together;31089.0;681;57;3.4339872044851463;1.0986122886681098;3.4339872044851463;0.6931471805599453;2.0794415416798357;1.3862943611198906;1.0986122886681098;1.0986122886681098;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;79;3;380;no
600;The Baby Boomer Generation;Graduation;Single;30081.0;493;27;3.58351893845611;0.0;0.6931471805599453;0.0;0.0;1.3862943611198906;0.0;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;42;2;749;no
601;The Baby Boomer Generation;Graduation;Together;62807.0;667;83;6.26530121273771;3.332204510175204;4.90527477843843;2.302585092994046;3.044522437723423;4.59511985013459;1.0986122886681098;1.6094379124341003;1.0986122886681098;12;1.6094379124341003;no;no;no;no;no;no;no;819;3;749;no
602;The Baby Boomer Generation;Graduation;Single;72906.0;285;79;5.991464547107982;3.4657359027997265;6.251903883165888;4.2626798770413155;4.31748811353631;3.9889840465642745;0.0;1.0986122886681098;1.3862943611198906;9;0.0;no;no;no;no;no;no;no;1151;1;749;yes
603;The Baby Boomer Generation;PhD;Married;61467.0;567;69;6.016157159698354;2.772588722239781;4.736198448394496;0.0;1.6094379124341003;3.8918202981106265;1.0986122886681098;1.6094379124341003;0.6931471805599453;10;1.6094379124341003;no;no;no;no;no;no;no;594;4;749;no
604;Generation X;Master;Together;49618.0;519;77;4.382026634673881;1.0986122886681098;3.258096538021482;1.3862943611198906;0.6931471805599453;2.6390573296152584;1.3862943611198906;1.0986122886681098;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;129;4;1060;no
605;Millennials;Master;Single;21888.0;547;15;4.477336814478207;2.302585092994046;3.828641396489095;0.6931471805599453;1.0986122886681098;4.1588830833596715;1.3862943611198906;1.6094379124341003;0.0;2;2.302585092994046;no;no;no;no;no;no;yes;213;2;380;no
606;Generation X;Graduation;Widow;42429.0;138;99;4.007333185232471;0.0;1.791759469228055;0.6931471805599453;0.0;1.3862943611198906;0.6931471805599453;0.0;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;67;2;1060;no
607;The Baby Boomer Generation;Graduation;Divorced;26150.0;475;61;1.6094379124341003;0.0;2.5649493574615367;1.0986122886681098;1.6094379124341003;0.0;0.0;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;28;4;749;no
608;Generation X;Basic;Married;30801.0;611;23;2.0794415416798357;1.3862943611198906;1.6094379124341003;2.70805020110221;0.6931471805599453;2.3978952727983707;0.6931471805599453;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;45;3;1060;no
609;Generation X;Graduation;Married;81168.0;53;84;6.016157159698354;0.0;6.3835066348840055;4.990432586778736;3.091042453358316;3.091042453358316;0.0;1.791759469228055;1.3862943611198906;7;1.0986122886681098;no;no;no;yes;no;no;no;1193;2;1060;yes
610;Generation X;Master;Single;26877.0;314;74;4.61512051684126;2.5649493574615367;4.330733340286331;2.995732273553991;2.8903717578961645;3.6888794541139363;0.6931471805599453;1.0986122886681098;0.0;6;1.791759469228055;no;no;no;no;no;no;no;268;1;1060;yes
611;The Silent Generation;Master;Widow;45006.0;346;90;5.087596335232384;3.2188758248682006;3.970291913552122;2.772588722239781;0.0;2.302585092994046;0.0;1.0986122886681098;0.0;7;1.0986122886681098;no;no;no;no;no;no;no;266;1;23;yes
612;Generation X;Basic;Married;18978.0;565;41;0.6931471805599453;2.0794415416798357;0.0;1.3862943611198906;1.9459101490553132;2.70805020110221;0.0;0.0;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;37;3;1060;no
613;Generation X;Graduation;Married;22574.0;244;28;3.2188758248682006;0.0;2.0794415416798357;0.6931471805599453;0.0;0.6931471805599453;0.6931471805599453;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;37;5;1060;no
614;Generation X;PhD;Single;48240.0;597;73;5.963579343618446;4.51085950651685;5.5134287461649825;4.1588830833596715;3.8918202981106265;3.713572066704308;1.0986122886681098;1.791759469228055;1.0986122886681098;13;1.6094379124341003;no;no;no;no;no;no;yes;882;1;1060;yes
615;Generation X;Graduation;Married;45837.0;338;88;5.3706380281276624;2.5649493574615367;4.465908118654584;2.833213344056216;2.833213344056216;3.1780538303479458;1.6094379124341003;1.791759469228055;0.6931471805599453;5;1.9459101490553132;no;no;no;no;no;no;no;373;4;1060;no
616;Generation X;Master;Single;35791.0;419;94;3.295836866004329;0.0;1.6094379124341003;0.0;0.0;1.0986122886681098;0.6931471805599453;0.0;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;35;4;1060;no
617;Generation X;PhD;Together;162397.0;391;31;4.442651256490317;0.0;2.772588722239781;0.6931471805599453;0.0;0.6931471805599453;0.0;0.0;0.0;1;0.0;no;no;no;no;no;no;no;107;4;1060;no
618;Generation X;Graduation;Widow;54162.0;468;31;1.6094379124341003;1.791759469228055;2.302585092994046;1.791759469228055;1.6094379124341003;2.302585092994046;0.0;0.0;0.0;3;1.3862943611198906;no;no;no;no;no;no;no;42;3;1060;no
619;The Baby Boomer Generation;Master;Married;30522.0;681;6;5.187385805840755;2.0794415416798357;4.418840607796598;2.9444389791664403;2.3978952727983707;3.258096538021482;1.6094379124341003;0.0;0.6931471805599453;9;0.6931471805599453;no;no;no;no;no;no;no;326;3;749;no
620;The Baby Boomer Generation;PhD;Married;54456.0;353;23;5.863631175598097;0.0;3.295836866004329;2.302585092994046;0.0;2.70805020110221;1.0986122886681098;1.791759469228055;0.0;7;1.791759469228055;no;no;no;no;no;no;no;404;3;749;no
621;Generation X;Graduation;Single;31632.0;350;92;2.833213344056216;2.0794415416798357;2.4849066497880004;2.3978952727983707;2.70805020110221;3.4657359027997265;0.0;0.6931471805599453;0.0;2;1.9459101490553132;no;no;no;no;no;no;no;95;1;1060;yes
622;The Baby Boomer Generation;Graduation;Widow;72298.0;111;52;6.437751649736401;3.5553480614894135;5.1298987149230735;4.060443010546419;2.833213344056216;3.5553480614894135;0.0;1.3862943611198906;1.0986122886681098;6;0.0;no;yes;yes;no;no;no;no;939;1;749;yes
623;Generation X;2nd_Cycle;Single;36975.0;183;50;2.302585092994046;1.791759469228055;2.3978952727983707;0.0;1.3862943611198906;0.6931471805599453;0.0;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;33;2;1060;no
624;The Baby Boomer Generation;2nd_Cycle;Married;72635.0;391;54;5.966146739123692;3.091042453358316;5.777652323222656;4.6443908991413725;3.5553480614894135;4.672828834461906;0.0;1.791759469228055;2.0794415416798357;6;1.0986122886681098;no;no;no;yes;no;no;no;981;2;749;yes
625;Generation X;Graduation;Married;13624.0;525;93;2.302585092994046;0.6931471805599453;2.70805020110221;0.6931471805599453;0.0;1.791759469228055;0.6931471805599453;0.6931471805599453;0.0;3;1.791759469228055;no;no;no;no;no;no;no;36;3;1060;no
626;Generation X;Graduation;Single;84196.0;391;56;5.3706380281276624;4.143134726391533;6.2285110035911835;5.442417710521793;3.4339872044851463;5.247024072160486;0.0;2.0794415416798357;1.3862943611198906;7;1.0986122886681098;no;no;no;no;no;no;no;1237;2;1060;no
627;The Baby Boomer Generation;Graduation;Together;70971.0;646;28;6.90875477931522;2.833213344056216;6.349138991379798;4.532599493153256;4.8283137373023015;2.833213344056216;1.9459101490553132;2.3978952727983707;2.3978952727983707;5;1.9459101490553132;no;no;no;no;no;no;yes;1825;3;749;no
628;Generation X;PhD;Divorced;34487.0;661;94;2.9444389791664403;2.8903717578961645;3.4965075614664802;3.1780538303479458;0.0;2.0794415416798357;1.0986122886681098;1.0986122886681098;0.0;3;2.1972245773362196;no;no;no;no;no;no;no;103;3;1060;no
629;Generation X;Graduation;Single;28769.0;558;76;3.713572066704308;1.6094379124341003;4.859812404361672;2.302585092994046;1.0986122886681098;1.0986122886681098;1.0986122886681098;1.3862943611198906;0.0;4;2.1972245773362196;no;no;no;no;no;no;no;191;2;1060;no
630;Generation X;PhD;Married;69084.0;222;43;7.074116816197362;4.672828834461906;5.293304824724492;3.6635616461296463;3.4011973816621555;3.4011973816621555;0.6931471805599453;1.9459101490553132;1.0986122886681098;13;2.0794415416798357;no;no;no;no;no;no;no;1586;3;1060;no
631;The Baby Boomer Generation;PhD;Together;65488.0;16;46;6.401917196727186;3.8066624897703196;5.332718793265369;3.58351893845611;2.8903717578961645;3.9889840465642745;0.0;1.0986122886681098;1.3862943611198906;6;0.0;no;no;no;no;no;no;no;963;2;749;yes
632;Generation X;2nd_Cycle;Married;62466.0;165;13;4.859812404361672;4.859812404361672;5.556828061699537;5.123963979403259;4.795790545596741;4.418840607796598;1.6094379124341003;1.791759469228055;1.0986122886681098;12;1.3862943611198906;no;no;no;no;no;no;no;889;3;1060;no
633;The Baby Boomer Generation;2nd_Cycle;Single;32218.0;134;27;2.302585092994046;3.1780538303479458;2.70805020110221;2.5649493574615367;0.0;3.4011973816621555;0.0;0.6931471805599453;0.0;3;1.9459101490553132;yes;no;no;no;no;no;yes;93;1;749;yes
634;Generation X;Graduation;Single;83917.0;437;12;6.2422232654551655;3.091042453358316;6.595780513961311;3.7376696182833684;5.288267030694535;4.3694478524670215;0.0;1.791759469228055;1.9459101490553132;7;1.0986122886681098;no;no;no;no;no;no;yes;1587;1;1060;yes
635;The Baby Boomer Generation;Graduation;Divorced;46102.0;111;3;2.6390573296152584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;1.9459101490553132;no;no;no;no;no;no;no;16;4;749;no
636;The Baby Boomer Generation;Graduation;Single;84574.0;390;72;5.958424693029782;2.995732273553991;6.569481420414296;3.6375861597263857;3.9889840465642745;5.093750200806762;0.0;2.1972245773362196;2.3978952727983707;11;1.6094379124341003;no;no;no;no;no;no;no;1375;1;749;yes
637;The Baby Boomer Generation;Graduation;Married;56181.0;537;6;4.795790545596741;4.634728988229636;4.23410650459726;2.0794415416798357;3.784189633918261;3.871201010907891;0.0;1.3862943611198906;0.6931471805599453;7;1.3862943611198906;no;no;no;no;no;no;no;393;3;749;no
638;The Baby Boomer Generation;Master;Divorced;63120.0;639;53;6.872128101338986;4.23410650459726;5.631211781821365;3.9889840465642745;3.713572066704308;4.23410650459726;1.6094379124341003;2.0794415416798357;1.3862943611198906;9;1.9459101490553132;no;no;no;no;no;no;yes;1477;2;749;no
639;Generation X;Graduation;Married;73691.0;235;58;6.561030665896573;3.044522437723423;5.521460917862246;4.442651256490317;3.7612001156935624;4.290459441148391;0.6931471805599453;1.791759469228055;0.6931471805599453;8;0.6931471805599453;yes;no;no;no;no;no;no;1179;3;1060;no
640;The Baby Boomer Generation;Graduation;Together;63381.0;632;78;6.3473892096560105;3.912023005428146;4.955827057601261;3.4965075614664802;3.912023005428146;5.0689042022202315;1.3862943611198906;1.3862943611198906;1.6094379124341003;13;0.6931471805599453;no;no;no;no;no;no;no;1005;3;749;no
641;The Baby Boomer Generation;PhD;Together;76140.0;47;57;6.373319789577012;4.189654742026425;6.481577129276431;2.833213344056216;0.0;3.258096538021482;0.0;1.6094379124341003;2.1972245773362196;6;0.6931471805599453;no;no;no;no;no;no;no;1348;2;749;yes
642;The Baby Boomer Generation;PhD;Divorced;62859.0;546;37;6.968850378341948;4.48863636973214;4.624972813284271;2.772588722239781;2.4849066497880004;3.2188758248682006;1.3862943611198906;2.1972245773362196;1.3862943611198906;6;1.791759469228055;no;no;no;no;no;no;no;1307;2;749;no
643;The Baby Boomer Generation;Graduation;Single;45906.0;418;20;5.720311776607412;1.0986122886681098;3.295836866004329;1.3862943611198906;1.0986122886681098;4.969813299576001;0.6931471805599453;1.6094379124341003;1.3862943611198906;4;1.6094379124341003;yes;no;no;no;no;no;no;486;2;749;no
644;The Baby Boomer Generation;Master;Together;77632.0;476;73;7.090076835776092;4.653960350157523;6.630683385642372;0.0;3.7376696182833684;4.990432586778736;0.0;1.3862943611198906;0.6931471805599453;6;0.6931471805599453;no;yes;yes;no;no;no;yes;2252;2;749;yes
645;Generation X;PhD;Married;46463.0;315;56;5.093750200806762;0.6931471805599453;3.6888794541139363;2.0794415416798357;2.3978952727983707;2.3978952727983707;1.9459101490553132;1.0986122886681098;0.0;6;1.791759469228055;no;no;no;no;no;no;no;235;4;1060;no
646;Generation X;Graduation;Together;105471.0;524;36;6.9167150203536085;5.198497031265826;4.6443908991413725;5.308267697401205;3.044522437723423;5.332718793265369;0.0;2.1972245773362196;2.0794415416798357;13;1.0986122886681098;no;no;yes;yes;no;no;yes;1724;2;1060;yes
647;Generation X;Master;Divorced;55282.0;198;9;4.8283137373023015;1.791759469228055;4.290459441148391;2.0794415416798357;1.3862943611198906;2.9444389791664403;0.0;1.0986122886681098;0.0;6;1.3862943611198906;no;no;no;no;no;no;no;235;2;1060;no
648;Generation X;Master;Married;78710.0;37;42;6.580639137284949;0.0;5.0238805208462765;4.77912349311153;3.912023005428146;3.912023005428146;1.0986122886681098;1.9459101490553132;1.791759469228055;12;1.3862943611198906;no;no;no;no;no;no;no;1092;3;1060;no
649;The Baby Boomer Generation;Graduation;Together;66886.0;286;28;5.752572638825633;1.3862943611198906;4.127134385045092;3.713572066704308;3.4339872044851463;4.983606621708336;0.6931471805599453;1.9459101490553132;0.0;7;1.6094379124341003;no;no;no;no;no;no;no;599;3;749;no
650;The Baby Boomer Generation;Master;Single;98777.0;132;23;6.907755278982137;2.9444389791664403;6.566672429803241;4.8283137373023015;4.74493212836325;3.6375861597263857;0.0;1.3862943611198906;1.791759469228055;9;0.0;no;yes;no;no;no;no;no;2008;1;749;yes
651;Millennials;Graduation;Together;29103.0;671;38;2.772588722239781;0.0;2.833213344056216;1.791759469228055;1.0986122886681098;1.791759469228055;0.6931471805599453;0.0;0.0;3;2.1972245773362196;no;no;no;no;no;no;no;48;3;380;no
652;Generation X;Graduation;Married;67445.0;686;63;6.6293632534374485;4.382026634673881;5.37989735354046;3.367295829986474;4.382026634673881;2.3978952727983707;1.6094379124341003;2.1972245773362196;1.791759469228055;12;1.791759469228055;no;no;no;no;no;no;no;1174;3;1060;no
653;The Baby Boomer Generation;PhD;Together;50616.0;77;71;3.4011973816621555;0.6931471805599453;3.2188758248682006;0.0;0.0;2.1972245773362196;0.0;0.0;0.0;4;0.6931471805599453;no;no;no;no;no;no;no;67;3;749;no
654;The Baby Boomer Generation;Graduation;Divorced;49431.0;695;9;5.389071729816501;1.0986122886681098;4.605170185988092;3.258096538021482;0.0;2.833213344056216;0.6931471805599453;1.9459101490553132;0.0;5;2.0794415416798357;no;no;no;no;no;no;no;365;2;749;no
655;Generation X;Graduation;Divorced;153924.0;142;81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;no;no;no;no;no;no;no;6;1;1060;yes
656;The Baby Boomer Generation;Graduation;Together;61278.0;176;87;4.709530201312334;1.0986122886681098;3.332204510175204;0.6931471805599453;1.791759469228055;2.70805020110221;0.6931471805599453;1.0986122886681098;0.0;4;1.791759469228055;no;no;no;no;no;no;no;165;3;749;no
657;The Baby Boomer Generation;2nd_Cycle;Together;26490.0;645;92;3.8066624897703196;3.8501476017100584;3.9512437185814275;3.044522437723423;2.995732273553991;3.2188758248682006;0.6931471805599453;1.0986122886681098;0.0;5;1.791759469228055;no;no;no;no;no;no;no;210;2;749;yes
658;The Baby Boomer Generation;PhD;Together;73059.0;302;36;6.016157159698354;4.718498871295094;6.040254711277414;0.0;4.406719247264253;4.2626798770413155;0.0;2.1972245773362196;1.0986122886681098;13;1.3862943611198906;no;no;no;no;no;no;no;1095;3;749;no
659;Generation X;PhD;Single;46734.0;251;86;4.605170185988092;0.0;3.6635616461296463;1.791759469228055;0.0;4.330733340286331;1.3862943611198906;1.0986122886681098;0.6931471805599453;3;1.791759469228055;yes;no;no;no;no;no;no;223;4;1060;no
660;The Baby Boomer Generation;Graduation;Together;56253.0;569;83;6.2324480165505225;0.0;4.174387269895637;1.9459101490553132;2.3978952727983707;1.6094379124341003;1.3862943611198906;1.9459101490553132;0.6931471805599453;9;1.791759469228055;no;no;no;no;no;no;no;597;3;749;no
661;Millennials;Graduation;Married;19986.0;227;74;1.0986122886681098;1.791759469228055;1.6094379124341003;0.0;0.6931471805599453;1.791759469228055;0.0;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;22;3;380;no
662;Generation X;Graduation;Widow;58330.0;186;87;6.09807428216624;3.970291913552122;5.3612921657094255;4.6443908991413725;4.584967478670572;5.017279836814924;0.0;1.791759469228055;1.3862943611198906;13;1.3862943611198906;no;no;no;no;no;no;no;1064;2;1060;no
663;Generation X;Basic;Married;25965.0;660;29;0.6931471805599453;0.6931471805599453;2.3978952727983707;3.713572066704308;1.9459101490553132;2.3978952727983707;0.0;0.6931471805599453;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;74;2;1060;yes
664;The Baby Boomer Generation;Master;Together;14661.0;544;88;1.3862943611198906;0.0;2.3978952727983707;1.791759469228055;0.6931471805599453;0.6931471805599453;0.0;0.0;0.0;3;1.791759469228055;no;no;no;no;no;no;no;26;2;749;yes
665;The Baby Boomer Generation;Graduation;Married;18690.0;548;77;1.791759469228055;0.0;1.9459101490553132;3.1354942159291497;1.3862943611198906;2.9444389791664403;0.0;0.0;0.0;2;2.0794415416798357;no;no;no;no;no;no;no;60;2;749;yes
666;Generation X;PhD;Together;45068.0;409;25;2.6390573296152584;0.0;1.0986122886681098;0.0;0.0;1.0986122886681098;0.0;0.0;0.0;2;1.9459101490553132;no;no;no;no;no;no;no;20;3;1060;no
667;Millennials;Basic;Single;21063.0;277;34;0.0;2.302585092994046;2.3978952727983707;2.9444389791664403;1.0986122886681098;2.70805020110221;0.6931471805599453;0.6931471805599453;0.0;3;1.791759469228055;no;no;no;no;no;no;no;59;2;380;no
668;Generation X;PhD;Married;29187.0;416;43;3.258096538021482;0.0;1.791759469228055;0.0;0.0;0.6931471805599453;0.0;0.0;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;34;3;1060;no
